max_ram_mib,workload,n,running,batch_ms_median,fp_mib,held_mib,guest_avail_mib,psi_some,errors_cum
4096,nginx,100,100,452,3980,120,688,0.00,0
4096,nginx,110,110,461,4041,120,549,0.36,0
4096,nginx,120,120,446,4045,0,453,0.24,0
4096,nginx,130,130,476,4147,0,267,0.31,0
4096,nginx,140,140,474,4151,0,238,0.87,0
4096,nginx,150,150,464,4152,0,118,2.15,0
4096,hog:256,10,10,452,3802,0,720,0.00,0
8192,idle,10,10,448,1556,0,6990,0.00,0
8192,idle,20,20,578,1884,0,6833,0.00,0
8192,idle,30,30,554,1986,0,6741,0.00,0
8192,idle,40,40,554,2073,0,6670,0.00,0
8192,idle,50,50,535,2151,0,6592,0.00,0
8192,idle,60,60,523,2245,5260,1234,0.00,0
8192,idle,70,70,532,2345,5260,1147,0.00,0
8192,idle,80,80,558,2427,5260,1068,0.00,0
8192,idle,90,90,464,2533,5260,973,0.00,0
8192,idle,100,100,456,2622,5260,900,0.00,0
8192,idle,110,110,452,2709,5260,794,0.00,0
8192,idle,120,120,458,2832,4728,1227,0.00,0
8192,idle,130,130,475,2917,4728,1142,0.00,0
8192,idle,140,140,472,3003,4728,1055,0.00,0
8192,idle,150,150,466,3093,4728,998,0.00,0
8192,idle,160,160,444,3172,4728,915,0.00,0
8192,idle,170,170,456,3265,4728,822,0.00,0
8192,idle,180,180,462,3366,4188,1264,0.00,0
8192,idle,190,190,444,3462,4188,1174,0.00,0
8192,idle,200,200,452,3536,4188,1105,0.00,0
8192,idle,210,210,432,3623,4188,997,0.00,0
8192,idle,220,220,449,3716,4188,925,0.00,0
8192,idle,230,230,445,3808,4188,828,0.00,0
8192,idle,240,240,456,3904,3665,1256,0.00,0
8192,idle,250,250,438,3987,3665,1210,0.00,0
8192,idle,260,260,436,4022,3665,1136,0.00,0
8192,idle,270,270,454,4120,3665,1024,0.00,0
8192,idle,280,280,479,4232,3665,942,0.00,0
8192,idle,290,290,468,4296,3665,857,0.00,0
8192,idle,300,300,466,4399,3665,776,0.00,0
8192,idle,310,310,484,4535,3152,1196,0.00,0
8192,idle,320,320,465,4628,3152,1139,0.00,0
8192,idle,330,330,474,4703,3152,1062,0.00,0
8192,idle,340,340,474,4804,3152,969,0.00,0
8192,idle,350,350,468,4890,3152,906,0.00,0
8192,idle,360,360,467,4931,3152,824,0.00,0
8192,idle,370,370,469,5024,2629,1209,0.00,0
8192,idle,380,380,472,5116,2629,1150,0.00,0
8192,idle,390,390,464,5222,2629,1070,0.00,0
8192,idle,400,400,461,5325,2629,967,0.00,0
8192,idle,410,410,457,5388,2629,908,0.00,0
8192,idle,420,420,476,5475,2629,842,0.00,0
8192,idle,430,430,468,5543,2096,1234,0.00,0
8192,idle,440,440,481,5643,2096,1162,0.00,0
8192,idle,450,450,483,5755,2096,1090,0.00,0
8192,idle,460,460,558,5828,2096,1007,0.00,0
8192,idle,470,470,540,5915,2096,919,0.00,0
8192,idle,480,480,520,6006,2096,845,0.00,0
8192,idle,490,490,552,6058,2096,770,0.00,0
8192,idle,500,500,564,6140,1574,1215,0.00,0
8192,idle,510,510,568,6257,1574,1121,0.00,0
8192,idle,520,520,499,6353,1574,1028,0.00,0
8192,idle,530,530,499,6436,1574,953,0.00,0
8192,idle,540,540,496,6538,1574,842,0.00,0
8192,idle,550,550,478,6592,1574,812,0.00,0
8192,idle,560,560,486,6649,1574,825,0.14,0
8192,idle,570,570,507,6692,1051,1250,0.08,0
8192,idle,580,580,502,6749,1051,1171,0.04,0
8192,idle,590,590,493,6833,1051,1067,0.02,0
8192,idle,600,600,488,6920,1051,1012,0.00,0
8192,idle,610,610,477,7032,1051,877,0.00,0
8192,idle,620,620,507,7124,1051,824,0.00,0
8192,idle,630,630,498,7166,1051,782,0.00,0
8192,idle,640,640,493,7192,1051,785,0.74,0
8192,idle,650,650,496,7281,535,1196,0.35,0
8192,idle,660,660,487,7389,535,1081,0.23,0
8192,idle,670,670,501,7487,535,1010,0.12,0
8192,idle,680,676,458,7564,535,940,0.07,4
8192,nginx,10,10,558,1779,0,6797,0.00,0
8192,nginx,20,20,554,2192,0,6534,0.00,0
8192,nginx,30,30,526,2367,0,6363,0.00,0
8192,nginx,40,40,543,2624,0,6121,0.00,0
8192,nginx,50,50,535,2859,0,5886,0.00,0
8192,nginx,60,60,543,3073,0,5676,0.00,0
8192,nginx,70,70,475,3302,4345,1161,0.00,0
8192,nginx,80,80,479,3544,4345,928,0.00,0
8192,nginx,90,90,465,3773,3805,1236,0.00,0
8192,nginx,100,100,474,3996,3805,1029,0.00,0
8192,nginx,110,110,470,4219,3805,836,0.00,0
8192,nginx,120,120,457,4428,3266,1178,0.00,0
8192,nginx,130,130,460,4656,3266,951,0.00,0
8192,nginx,140,140,466,4874,3266,745,0.00,0
8192,nginx,150,150,471,5052,2736,1079,0.00,0
8192,nginx,160,160,465,5281,2736,852,0.00,0
8192,nginx,170,170,478,5551,2223,1130,0.00,0
8192,nginx,180,180,473,5770,2223,953,0.00,0
8192,nginx,190,190,466,5911,2223,785,0.00,0
8192,nginx,200,200,463,6125,1691,1077,0.00,0
8192,nginx,210,210,464,6385,1691,852,0.00,0
8192,nginx,220,220,475,6574,1174,1205,0.00,0
8192,nginx,230,230,464,6802,1174,976,0.00,0
8192,nginx,240,240,476,6998,1174,827,0.00,0
8192,nginx,250,250,468,7225,646,1123,0.00,0
8192,nginx,260,260,472,7453,646,887,0.00,0
8192,nginx,270,270,457,7605,109,1269,0.00,0
8192,nginx,280,280,475,7832,109,1039,0.00,0
8192,nginx,290,290,471,8064,109,794,0.00,0
8192,nginx,300,300,473,8144,109,820,0.00,0
8192,nginx,310,310,472,8146,109,705,0.18,0
8192,nginx,320,320,486,8147,109,573,1.46,0
8192,nginx,330,330,475,8147,109,495,4.51,0
8192,nginx,340,340,486,8206,0,345,3.61,0
8192,nginx,350,350,471,8254,0,251,2.31,0
8192,nginx,360,360,473,8256,0,214,5.18,0
8192,nginx,370,370,530,8256,0,144,21.04,0
8192,hog:256,10,10,506,4035,2098,2185,0.36,0
8192,hog:256,20,20,466,6641,0,1638,0.24,0
8192,hog:256,30,0,471,8240,0,0,56.73,2
16384,idle,10,10,478,1994,0,14868,0.00,0
16384,idle,20,20,466,2084,0,14787,0.00,0
16384,idle,30,30,468,2182,0,14710,0.00,0
16384,idle,40,40,482,2274,0,14612,0.00,0
16384,idle,50,50,465,2348,0,14541,0.00,0
16384,idle,60,60,471,2445,0,14454,0.00,0
16384,idle,70,70,469,2558,13323,1026,0.00,0
16384,idle,80,80,468,2674,13323,919,0.00,0
16384,idle,90,90,464,2769,13323,825,0.00,0
16384,idle,100,100,458,2852,13323,761,0.00,0
16384,idle,110,110,489,2948,13323,674,0.00,0
16384,idle,120,120,466,3019,13323,610,0.00,0
16384,idle,130,130,468,3079,12810,1055,0.00,0
16384,idle,140,140,467,3169,12810,950,0.00,0
16384,idle,150,150,466,3246,12810,874,0.00,0
16384,idle,160,160,483,3344,12810,783,0.00,0
16384,idle,170,170,467,3430,12810,717,0.00,0
16384,idle,180,180,466,3522,12810,620,0.00,0
16384,idle,190,190,469,3564,12810,679,0.00,0
16384,idle,200,200,463,3586,12810,597,0.00,0
16384,idle,210,210,446,3667,12289,990,0.00,0
16384,idle,220,220,463,3763,12289,891,0.00,0
16384,idle,230,230,469,3858,12289,808,0.00,0
16384,idle,240,240,454,3952,12289,743,0.00,0
16384,idle,250,250,472,4033,12289,625,0.00,0
16384,idle,260,260,552,4129,11767,1061,0.00,0
16384,idle,270,270,532,4219,11767,975,0.00,0
16384,idle,280,280,529,4304,11767,890,0.00,0
16384,idle,290,290,546,4381,11767,825,0.00,0
16384,idle,300,300,533,4474,11767,754,0.00,0
16384,idle,310,310,525,4573,11767,634,0.00,0
16384,idle,320,320,509,4624,11767,756,0.00,0
16384,idle,330,330,455,4635,11767,662,0.00,0
16384,idle,340,340,467,4688,11247,1102,0.00,0
16384,idle,350,350,475,4774,11247,996,0.00,0
16384,idle,360,360,470,4863,11247,921,0.00,0
16384,idle,370,370,469,4953,11247,854,0.00,0
16384,idle,380,380,468,5043,11247,766,0.00,0
16384,idle,390,390,479,5098,11247,691,0.00,0
16384,idle,400,400,472,5211,10731,1083,0.00,0
16384,idle,410,410,467,5284,10731,1012,0.00,0
16384,idle,420,420,474,5369,10731,922,0.00,0
16384,idle,430,430,472,5471,10731,831,0.00,0
16384,idle,440,440,475,5569,10731,743,0.00,0
16384,idle,450,450,477,5637,10731,694,0.00,0
16384,idle,460,460,472,5685,10208,1113,0.00,0
16384,idle,470,470,470,5787,10208,1026,0.00,0
16384,idle,480,480,471,5866,10208,958,0.00,0
16384,idle,490,490,480,5985,10208,829,0.00,0
16384,idle,500,500,472,6075,10208,789,0.00,0
16384,idle,510,510,460,6164,10208,701,0.00,0
16384,idle,520,520,463,6209,10208,618,0.00,0
16384,idle,530,530,460,6241,10208,687,0.00,0
16384,idle,540,540,480,6258,9686,1085,0.00,0
16384,idle,550,550,468,6373,9686,1019,0.00,0
16384,idle,560,560,462,6478,9686,942,0.00,0
16384,idle,570,570,467,6560,9686,860,0.00,0
16384,idle,580,580,486,6650,9686,778,0.00,0
16384,idle,590,590,472,6717,9686,725,0.00,0
16384,idle,600,600,459,6755,9686,632,0.00,0
16384,idle,610,610,469,6837,9167,1027,0.00,0
16384,idle,620,620,480,6930,9167,946,0.00,0
16384,idle,630,630,481,7024,9167,880,0.00,0
16384,idle,640,640,479,7124,9167,798,0.00,0
16384,idle,650,650,472,7197,9167,708,0.00,0
16384,idle,660,660,475,7258,9167,646,0.00,0
16384,idle,670,670,478,7285,9167,680,0.00,0
16384,idle,680,676,466,7291,9167,621,0.00,4
16384,nginx,10,10,468,1862,0,14826,0.00,0
16384,nginx,20,20,465,2013,0,14780,0.00,0
16384,nginx,30,30,484,2190,0,14622,0.00,0
16384,nginx,40,40,466,2483,0,14263,0.00,0
16384,nginx,50,50,467,2976,0,13913,0.00,0
16384,nginx,60,60,486,3207,0,13704,0.00,0
16384,nginx,70,70,458,3425,0,13508,0.00,0
16384,nginx,80,80,467,3682,12389,866,0.00,0
16384,nginx,90,90,475,3912,12389,669,0.00,0
16384,nginx,100,100,466,3988,12389,603,0.00,0
16384,nginx,110,110,456,4201,11866,880,0.00,0
16384,nginx,120,120,459,4480,11866,627,0.00,0
16384,nginx,130,130,448,4632,11325,1001,0.00,0
16384,nginx,140,140,455,4860,11325,770,0.00,0
16384,nginx,150,150,460,5070,10799,1027,0.00,0
16384,nginx,160,160,465,5308,10799,859,0.00,0
16384,nginx,170,170,469,5534,10799,642,0.00,0
16384,nginx,180,180,464,5742,10283,942,0.00,0
16384,nginx,190,190,480,5975,10283,766,0.00,0
16384,nginx,200,200,462,6106,10283,603,0.00,0
16384,nginx,210,210,473,6354,9766,859,0.00,0
16384,nginx,220,220,468,6602,9766,668,0.00,0
16384,nginx,230,230,536,6798,9212,993,0.36,0
16384,nginx,240,240,528,7030,9212,745,0.19,0
16384,nginx,250,250,540,7224,8692,1093,0.10,0
16384,nginx,260,260,549,7494,8692,841,0.05,0
16384,nginx,270,270,528,7718,8692,663,0.02,0
16384,nginx,280,280,527,7905,8167,965,0.15,0
16384,nginx,290,290,476,8125,8167,727,0.10,0
16384,nginx,300,300,466,8278,8167,640,0.05,0
16384,nginx,310,310,476,8442,7644,918,0.51,0
16384,nginx,320,320,470,8710,7644,695,0.38,0
16384,nginx,330,330,477,8876,7086,1044,0.57,0
16384,nginx,340,340,478,9104,7086,845,0.38,0
16384,nginx,350,350,469,9302,7086,662,0.20,0
16384,nginx,360,360,469,9500,6552,967,0.11,0
16384,nginx,370,370,476,9750,6552,762,0.05,0
16384,nginx,380,380,466,9941,6039,1080,0.03,0
16384,nginx,390,390,467,10191,6039,846,0.13,0
16384,nginx,400,400,474,10373,6039,664,0.07,0
16384,nginx,410,410,473,10559,5468,931,0.19,0
16384,nginx,420,420,472,10817,5468,716,0.07,0
16384,nginx,430,430,489,10982,5468,632,0.03,0
16384,nginx,440,440,482,11191,4905,933,0.62,0
16384,nginx,450,450,477,11384,4905,732,0.33,0
16384,nginx,460,460,470,11549,4378,1115,0.22,0
16384,nginx,470,470,467,11794,4378,864,0.24,0
16384,nginx,480,480,473,12043,4378,682,0.16,0
16384,nginx,490,490,483,12193,3820,998,1.04,0
16384,nginx,500,500,492,12419,3820,783,0.57,0
16384,nginx,510,510,488,12620,3820,648,0.31,0
16384,nginx,520,520,492,12819,3276,944,0.33,0
16384,nginx,530,530,476,13085,3276,741,0.18,0
16384,nginx,540,540,480,13219,2754,1068,1.21,0
16384,nginx,550,550,476,13466,2754,843,0.78,0
16384,nginx,560,560,487,13661,2754,669,0.43,0
16384,nginx,570,570,470,13898,2218,927,4.40,0
16384,nginx,580,580,490,14142,2218,748,2.95,0
16384,nginx,590,590,472,14249,1681,1109,2.70,0
16384,nginx,600,600,489,14493,1681,854,2.21,0
16384,nginx,610,610,487,14707,1681,672,1.21,0
16384,nginx,620,620,694,14915,1158,984,0.59,0
16384,nginx,630,630,556,15139,1158,760,0.32,0
16384,nginx,640,640,552,15308,1158,593,0.54,0
16384,nginx,650,650,568,15511,622,914,2.43,0
16384,nginx,660,660,554,15744,622,722,1.33,0
16384,hog:256,10,10,458,4545,0,12291,0.00,0
16384,hog:256,20,20,469,7074,0,9780,0.00,0
16384,hog:256,30,30,480,9731,0,7128,0.00,0
16384,hog:256,40,40,466,12226,0,4623,0.00,0
16384,hog:256,50,50,490,15018,0,1872,0.00,0
16384,hog:256,60,0,463,16392,0,17,20.13,3
32768,idle,10,10,476,2270,0,31146,0.00,0
32768,idle,20,20,452,2320,0,30844,0.00,0
32768,idle,30,30,485,2513,0,30641,0.00,0
32768,idle,40,40,468,2602,0,30566,0.00,0
32768,idle,50,50,467,2679,0,30484,0.00,0
32768,idle,60,60,515,2773,29115,1324,0.00,0
32768,idle,70,70,521,2900,29115,1192,0.00,0
32768,idle,80,80,542,3004,29115,1096,0.00,0
32768,idle,90,90,542,3114,29115,980,0.00,0
32768,idle,100,100,534,3206,29115,890,0.00,0
32768,idle,110,110,527,3288,29115,838,0.00,0
32768,idle,120,120,540,3378,28593,1261,0.00,0
32768,idle,130,130,543,3474,28593,1162,0.00,0
32768,idle,140,140,464,3562,28593,1082,0.00,0
32768,idle,150,150,471,3649,28593,989,0.00,0
32768,idle,160,160,457,3721,28593,932,0.00,0
32768,idle,170,170,470,3837,28593,828,0.00,0
32768,idle,180,180,463,3936,28076,1238,0.00,0
32768,idle,190,190,464,4001,28076,1176,0.00,0
32768,idle,200,200,469,4121,28076,1059,0.00,0
32768,idle,210,210,464,4201,28076,990,0.00,0
32768,idle,220,220,460,4273,28076,922,0.00,0
32768,idle,230,230,468,4368,28076,842,0.00,0
32768,idle,240,240,466,4438,27555,1266,0.00,0
32768,idle,250,250,470,4547,27555,1230,0.00,0
32768,idle,260,260,460,4615,27555,1166,0.00,0
32768,idle,270,270,453,4679,27555,1048,0.00,0
32768,idle,280,280,467,4766,27555,950,0.00,0
32768,idle,290,290,468,4860,27555,862,0.00,0
32768,idle,300,300,463,4953,27036,1284,0.00,0
32768,idle,310,310,459,5076,27036,1222,0.00,0
32768,idle,320,320,470,5182,27036,1139,0.00,0
32768,idle,330,330,474,5262,27036,1055,0.00,0
32768,idle,340,340,469,5344,27036,985,0.00,0
32768,idle,350,350,480,5415,27036,937,0.00,0
32768,idle,360,360,465,5475,26517,1310,0.00,0
32768,idle,370,370,474,5576,26517,1232,0.00,0
32768,idle,380,380,459,5677,26517,1150,0.00,0
32768,idle,390,390,456,5754,26517,1094,0.00,0
32768,idle,400,400,468,5834,26517,1019,0.00,0
32768,idle,410,410,455,5922,26517,921,0.00,0
32768,idle,420,420,469,5983,26517,857,0.00,0
32768,idle,430,430,464,6098,25993,1225,0.00,0
32768,idle,440,440,473,6179,25993,1193,0.00,0
32768,idle,450,450,451,6272,25993,1099,0.00,0
32768,idle,460,460,460,6354,25993,1025,0.00,0
32768,idle,470,470,462,6446,25993,938,0.00,0
32768,idle,480,480,472,6512,25993,887,0.00,0
32768,idle,490,490,466,6605,25473,1259,0.00,0
32768,idle,500,500,468,6705,25473,1183,0.00,0
32768,idle,510,510,662,6789,25473,1118,0.00,0
32768,idle,520,520,536,6891,25473,1020,0.00,0
32768,idle,530,530,530,6986,25473,929,0.00,0
32768,idle,540,540,545,7041,25473,873,0.00,0
32768,idle,550,550,541,7128,24956,1272,0.00,0
32768,idle,560,560,520,7222,24956,1212,0.00,0
32768,idle,570,570,472,7324,24956,1099,0.00,0
32768,idle,580,580,471,7426,24956,1023,0.00,0
32768,idle,590,590,470,7493,24956,945,0.00,0
32768,idle,600,600,468,7579,24956,884,0.00,0
32768,idle,610,610,476,7676,24432,1283,0.00,0
32768,idle,620,620,468,7771,24432,1200,0.00,0
32768,idle,630,630,474,7866,24432,1126,0.00,0
32768,idle,640,640,467,7940,24432,1041,0.00,0
32768,idle,650,650,484,8029,24432,973,0.00,0
32768,idle,660,660,482,8122,24432,891,0.00,0
32768,idle,670,670,472,8196,23899,1289,0.00,0
32768,idle,680,676,463,8284,23899,1241,0.00,4
32768,nginx,10,10,465,2222,0,30778,0.00,0
32768,nginx,20,20,498,2683,0,30477,0.00,0
32768,nginx,30,30,606,2920,0,30261,0.00,0
32768,nginx,40,40,527,3149,0,30034,0.00,0
32768,nginx,50,50,525,3353,0,29830,0.00,0
32768,nginx,60,60,538,3588,0,29611,0.00,0
32768,nginx,70,70,508,3804,28106,1332,0.00,0
32768,nginx,80,80,528,4046,28106,1064,0.00,0
32768,nginx,90,90,512,4277,28106,852,0.00,0
32768,nginx,100,100,442,4485,27570,1185,0.00,0
32768,nginx,110,110,463,4706,27570,979,0.00,0
32768,nginx,120,120,468,4915,27055,1290,0.00,0
32768,nginx,130,130,453,5131,27055,1099,0.00,0
32768,nginx,140,140,464,5359,27055,868,0.00,0
32768,nginx,150,150,464,5611,26488,1166,0.00,0
32768,nginx,160,160,463,5764,26488,1042,0.00,0
32768,nginx,170,170,464,5981,26488,812,0.00,0
32768,nginx,180,180,457,6236,25958,1108,0.00,0
32768,nginx,190,190,464,6457,25958,918,0.00,0
32768,nginx,200,200,459,6635,25427,1266,0.00,0
32768,nginx,210,210,468,6853,25427,1054,0.00,0
32768,nginx,220,220,463,7076,25427,882,0.00,0
32768,nginx,230,230,468,7278,24902,1169,0.00,0
32768,nginx,240,240,481,7519,24902,944,0.00,0
32768,nginx,250,250,455,7707,24380,1295,0.00,0
32768,nginx,260,260,474,7951,24380,1081,0.00,0
32768,nginx,270,270,486,8174,24380,905,0.00,0
32768,nginx,280,280,463,8371,23867,1183,0.00,0
32768,nginx,290,290,471,8604,23867,962,0.00,0
32768,nginx,300,300,468,8793,23332,1309,0.00,0
32768,nginx,310,310,474,9049,23332,1080,0.00,0
32768,nginx,320,320,468,9278,23332,892,0.00,0
32768,nginx,330,330,461,9475,22817,1196,0.00,0
32768,nginx,340,340,468,9714,22817,997,0.00,0
32768,nginx,350,350,464,9883,22817,817,0.00,0
32768,nginx,360,360,494,10133,22253,1117,0.00,0
32768,nginx,370,370,478,10342,22253,940,0.00,0
32768,nginx,380,380,466,10556,21730,1237,0.00,0
32768,nginx,390,390,473,10772,21730,1039,0.00,0
32768,nginx,400,400,473,10946,21730,870,0.00,0
32768,nginx,410,410,474,11167,21195,1176,0.00,0
32768,nginx,420,420,476,11413,21195,967,0.00,0
32768,nginx,430,430,526,11568,21195,808,0.00,0
32768,nginx,440,440,535,11650,20645,1242,0.00,0
32768,nginx,450,450,530,11886,20645,1010,0.00,0
32768,nginx,460,460,530,12098,20645,848,0.18,0
32768,nginx,470,470,549,12206,20119,1291,0.06,0
32768,nginx,480,480,479,12442,20119,1051,0.03,0
32768,nginx,490,490,488,12663,20119,862,0.01,0
32768,nginx,500,500,481,12836,19605,1288,1.34,0
32768,nginx,510,510,478,13056,19605,1077,0.90,0
32768,nginx,520,520,489,13228,19605,868,0.33,0
32768,nginx,530,530,468,13442,19090,1153,0.22,0
32768,nginx,540,540,479,13660,19090,975,0.12,0
32768,nginx,550,550,478,13756,19090,936,0.97,0
32768,nginx,560,560,469,13829,18575,1235,0.94,0
32768,nginx,570,570,488,14088,18575,1025,0.34,0
32768,nginx,580,580,472,14272,18575,838,0.19,0
32768,nginx,590,590,490,14483,18046,1103,0.27,0
32768,nginx,600,600,463,14728,18046,927,0.15,0
32768,nginx,610,610,475,14808,18046,832,1.71,0
32768,nginx,620,620,497,14842,17527,1284,1.81,0
32768,nginx,630,630,488,15033,17527,1081,1.21,0
32768,nginx,640,640,478,15272,17527,900,0.66,0
32768,nginx,650,650,474,15451,17011,1190,0.36,0
32768,nginx,660,660,493,15690,17011,975,0.20,0
32768,hog:256,10,10,530,4874,0,28225,0.00,0
32768,hog:256,20,20,540,7499,0,25623,0.00,0
32768,hog:256,30,30,537,10210,0,22937,0.00,0
32768,hog:256,40,40,536,12910,0,20217,0.00,0
32768,hog:256,50,50,480,15554,0,17589,0.00,0
32768,hog:256,60,60,468,17836,14879,319,0.00,0
32768,hog:256,70,70,481,20300,0,12433,0.44,0
32768,hog:256,80,80,467,22993,0,9761,0.24,0
32768,hog:256,90,90,486,25688,0,7110,0.16,0
32768,hog:256,100,100,474,28365,0,4441,0.05,0
32768,hog:256,110,110,466,31016,0,1840,0.03,0
32768,hog:256,120,119,486,32720,0,23,60.49,1
65536,idle,10,10,447,3046,0,62655,0.00,0
65536,idle,20,20,457,3104,0,62608,0.00,0
65536,idle,30,30,454,3171,0,62539,0.00,0
65536,idle,40,40,451,3289,59770,11533,0.00,0
65536,idle,50,50,440,3380,59770,2618,0.00,0
65536,idle,60,60,453,3465,59770,2538,0.00,0
65536,idle,70,70,453,3535,59770,2470,0.00,0
65536,idle,80,80,463,3651,59770,2350,0.00,0
65536,idle,90,90,472,3745,59770,2251,0.00,0
65536,idle,100,100,468,3850,59239,2698,0.00,0
65536,idle,110,110,457,3948,59239,2629,0.00,0
65536,idle,120,120,468,4027,59239,2554,0.00,0
65536,idle,130,130,457,4127,59239,2475,0.00,0
65536,idle,140,140,472,4225,59239,2394,0.00,0
65536,idle,150,150,458,4290,59239,2335,0.00,0
65536,idle,160,160,464,4357,58725,2718,0.00,0
65536,idle,170,170,453,4448,58725,2654,0.00,0
65536,idle,180,180,471,4527,58725,2578,0.00,0
65536,idle,190,190,466,4618,58725,2492,0.00,0
65536,idle,200,200,453,4709,58725,2413,0.00,0
65536,idle,210,210,469,4788,58725,2345,0.00,0
65536,idle,220,220,446,4848,58725,2236,0.00,0
65536,idle,230,230,453,4945,58198,2670,0.00,0
65536,idle,240,240,465,5052,58198,2606,0.00,0
65536,idle,250,250,462,5129,58198,2532,0.00,0
65536,idle,260,260,472,5231,58198,2431,0.00,0
65536,idle,270,270,455,5312,58198,2352,0.00,0
65536,idle,280,280,459,5388,58198,2297,0.00,0
65536,idle,290,290,475,5485,57677,2685,0.00,0
65536,idle,300,300,457,5559,57677,2616,0.00,0
65536,idle,310,310,470,5664,57677,2533,0.00,0
65536,idle,320,320,448,5751,57677,2455,0.00,0
65536,idle,330,330,456,5852,57677,2354,0.00,0
65536,idle,340,340,846,5919,57677,2293,0.00,0
65536,idle,350,350,512,6024,57142,2687,0.00,0
65536,idle,360,360,464,6113,57142,2621,0.00,0
65536,idle,370,370,537,6208,57142,2544,0.00,0
65536,idle,380,380,549,6301,57142,2459,0.00,0
65536,idle,390,390,536,6392,57142,2387,0.00,0
65536,idle,400,400,529,6459,57142,2323,0.00,0
65536,idle,410,410,524,6550,56617,2712,0.00,0
65536,idle,420,420,532,6646,56617,2638,0.00,0
65536,idle,430,430,527,6730,56617,2579,0.00,0
65536,idle,440,440,488,6822,56617,2481,0.00,0
65536,idle,450,450,461,6897,56617,2404,0.00,0
65536,idle,460,460,454,6981,56617,2332,0.00,0
65536,idle,470,470,453,7070,56087,2747,0.00,0
65536,idle,480,480,464,7173,56087,2657,0.00,0
65536,idle,490,490,467,7269,56087,2580,0.00,0
65536,idle,500,500,456,7371,56087,2496,0.00,0
65536,idle,510,510,473,7445,56087,2421,0.00,0
65536,idle,520,520,472,7532,56087,2341,0.00,0
65536,idle,530,530,476,7609,56087,2241,0.00,0
65536,idle,540,540,481,7716,55559,2675,0.00,0
65536,idle,550,550,477,7810,55559,2600,0.00,0
65536,idle,560,560,477,7905,55559,2494,0.00,0
65536,idle,570,570,482,8000,55559,2422,0.00,0
65536,idle,580,580,479,8085,55559,2352,0.00,0
65536,idle,590,590,494,8135,55559,2267,0.00,0
65536,idle,600,600,494,8235,55044,2698,0.00,0
65536,idle,610,610,474,8330,55044,2603,0.00,0
